address,name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),listed_in(city)
"140/C, 15th Main, Opposite Chinmaya School, Koramangala 4th Block, Bangalore",Bite Me Cupcakes,yes,no,4.1 /5,192,Koramangala 4th Block,Dessert Parlor,"Cup Cake, Chocolate Cake",Desserts,300.0,Delivery,Koramangala 6th Block
"1548, 19th Main, Outer Ring Road, Opposite BMTC Bus Depot, HSR, Bangalore",Biriyani Zone,yes,no,4.0 /5,670,HSR,Casual Dining,"Sea Food, Vegetable Biryani, Mushroom Manchurian, Hyderabadi Biryani, Chicken Biryani, Mutton Biryani, Chicken Guntur","Biryani, North Indian, Chinese, Seafood",800.0,Delivery,Koramangala 6th Block
"14th Main Road Sector 4, HSR Layout, HSR, Bangalore",Masale Daan,yes,no,,0,HSR,"Takeaway, Delivery",Not Specified,North Indian,350.0,Delivery,Koramangala 6th Block
"Plot 62, Nanjappa Layout, Adugodi Main Road, Adugodi, Koramangala 5th Block, Bangalore",Ascharya Hotel,yes,no,3.4 /5,11,Koramangala 5th Block,Quick Bites,Not Specified,"Mangalorean, South Indian",300.0,Delivery,Koramangala 6th Block
"212/A, 1st Main Road, Stage 2, Indiranagar, Bangalore",Snack House,yes,no,3.8 /5,23,Indiranagar,Quick Bites,Not Specified,"Fast Food, Momos",200.0,Delivery,Koramangala 6th Block
"Shop L 189, Near Silk Board Junction, Sector 6th, HSR, Bangalore",Yo! Thali,yes,no,3.5 /5,6,HSR,Quick Bites,Not Specified,"North Indian, South Indian, Chinese",400.0,Delivery,Koramangala 6th Block
"26, 6th Cross 20th Main Road, 1st Stage, BTM, Bangalore",The Arabian Nights,yes,no,2.6 /5,51,BTM,"Takeaway, Delivery",Not Specified,"Arabian, North Indian, Chinese",300.0,Delivery,Koramangala 6th Block
"36, 20th Main, 1st Stage, BTM, Bangalore",Pappu Chaiwalla,yes,no,3.1 /5,89,BTM,Quick Bites,"Ginger Chai, Ginger Tea, Pakoda, Paratha, Maggi, Pav Bhaji, Sulemani Chai","North Indian, Momos, Rolls, Fast Food",300.0,Delivery,Koramangala 6th Block
"370, Intermediate Ring Road, Krishna Reddy Layout, Amarjyoti Layout, Domlur, Bangalore",Andal Mess,yes,no,3.1 /5,22,Domlur,Mess,Not Specified,"Biryani, South Indian, North Indian",300.0,Delivery,Koramangala 6th Block
"132, 17th A main road, 5th Block, Koramangala 5th Block, Bangalore",Rafees Biryani,yes,no,3.7 /5,28,Koramangala 5th Block,"Takeaway, Delivery",Not Specified,"Biryani, North Indian, Desserts",600.0,Delivery,Koramangala 6th Block
"770, 80 Feet Road, Koramangala 4th Block, Bangalore",Helloo Delhi,yes,yes,4.1 /5,221,Koramangala 4th Block,Casual Dining,"Rasmalai, Murgh Lababdar, Kadai Paneer, Dal Makhani, Fish, Jal-jeera, Lassi",North Indian,1000.0,Delivery,Koramangala 6th Block
"25, 6th main, Mico Layout, BTM layout 2nd Stage, BTM, Bangalore",Dev's Gugababa,yes,no,3.5 /5,177,BTM,Quick Bites,"Fish, Rasmalai, Doi Katla, Aalo Bhaja, Bhetki Paturi, Chicken Kasha, Aloo Posto","Bengali, North Indian, Chinese",500.0,Delivery,Koramangala 6th Block
"4050, Ground Floor, 19th Main, HAL 2nd Stage, Indiranagar, Bangalore",Buntastic,yes,no,,0,Indiranagar,"Takeaway, Delivery",Not Specified,"Burger, Juices",200.0,Delivery,Koramangala 6th Block
"40, 1st Main Road, Jakkasandra, Koramangala 1st Block, Bangalore",Under The Hood,yes,no,4.0 /5,76,Koramangala 1st Block,Quick Bites,"Appam, Chicken Curry, Passion Fruit Juice, Crepe","Salad, Healthy Food, Street Food",300.0,Delivery,Koramangala 6th Block
"10/29, 9th Cross Road, Maruti Nagar, 1st Stage, BTM Layout, Bangalore, Bengaluru",Taste Of Malabar,yes,no,3.6 /5,23,BTM,Quick Bites,Not Specified,"South Indian, Kerala, Chinese",350.0,Delivery,Koramangala 6th Block
"299, B.T..S. Main Road, 14th Cross, Wilson Garden, Bangalore",Five Star Chicken,yes,no,3.5 /5,11,Wilson Garden,Quick Bites,Not Specified,"Fast Food, Burger",300.0,Delivery,Koramangala 6th Block
"Jyoti Nivas College Road, Koramangala 5th Block, Bangalore",Momo Blues,yes,no,NEW,0,Koramangala 5th Block,Quick Bites,Not Specified,"Chinese, Momos, Nepalese, Tibetan",200.0,Delivery,Koramangala 6th Block
"88, Celler Floor, 17th Cross, 14th Main, Sector 4, HSR, Bangalore",Frozen Bottle,yes,no,4.1 /5,187,HSR,Beverage Shop,"Dessert Jar, Berryblast, Vanilla Ice Cream, Cheesecake","Beverages, Desserts, Ice Cream",400.0,Delivery,Koramangala 6th Block
"14th Main, 4th Sector, HSR, Bangalore",SGS Non Veg - Gundu Pulav,yes,no,3.7 /5,10,HSR,"Takeaway, Delivery",Not Specified,South Indian,300.0,Delivery,Koramangala 6th Block
"Shop 123, KHB 1st Cross Road, Koramangala 5th Block, Bangalore",The Waffles Hut,yes,no,3.8 /5,23,Koramangala 5th Block,Dessert Parlor,Not Specified,Desserts,400.0,Delivery,Koramangala 6th Block
"61, 4th Floor, 1st Main, 7th Block, Koramangala 7th Block, Bangalore",Gam's Delicacy,yes,yes,4.2 /5,325,Koramangala 7th Block,Casual Dining,"Fish, Veg Thali, Bamboo Shoot Pork, Pork Fry, Kheer, Pork Thali, Clear Soup","North Indian, Chinese, Assamese",800.0,Delivery,Koramangala 6th Block
"354, 1st Main Road, Koramangala 7th Block, Bangalore",Friend's Cafe,yes,no,3.9 /5,554,Koramangala 7th Block,Quick Bites,"Coffee, Burgers, Pasta, Beef Steak, Chicken Lasagne, Salads, Sandwiches","Fast Food, American, Chinese",600.0,Delivery,Koramangala 6th Block
"969, 1st Main, Koramangala 1st Block, Bangalore",Habibi Falafel,yes,no,4.3 /5,220,Koramangala 1st Block,Quick Bites,"Baklava, Falafel Roll, Falafel Plate, Pita Bread, Mint Lemonade, Pita Pocket, Pomegranate Juice","Lebanese, Middle Eastern",300.0,Delivery,Koramangala 6th Block
"1006, 7th Main, 1st Block, 80 Feet Road, Koramangala 1st Block, Bangalore",Lucknowiz,yes,no,3.5 /5,323,Koramangala 1st Block,Quick Bites,"Tikki, Chicken Tikka, Chicken Biryani, Thali, Shammi Kebab Roll, Rumali Roti, Nihari","Lucknowi, Chinese",500.0,Delivery,Koramangala 6th Block
"1562, Sector 1, HSR, Bangalore",Grigliato,yes,no,3.9 /5,717,HSR,Casual Dining,"Beer, Steak, Burgers, Fritters, Caramel Custard, Pasta Alfredo, Pizza","Italian, Chinese, Continental, Steak",1000.0,Delivery,Koramangala 6th Block
"54, 5th A Cross, Canara Bank Road, 6th Block, Koramangala 6th Block, Bangalore",Oye Amritsar,yes,yes,4.0 /5,1871,Koramangala 6th Block,Casual Dining,"Lassi, Raita, Dal Makhani, Jalebi Rabri, Chaach, Hara Bhara Kabab, Lime Soda",North Indian,600.0,Delivery,Koramangala 6th Block
"122A, 2nd Cross Road, Koramangala 5th Block, Bangalore",Chai Street,yes,no,3.3 /5,5,Koramangala 5th Block,Beverage Shop,Not Specified,Beverages,150.0,Delivery,Koramangala 6th Block
"772, Ground Floor, Peripheral Road, 80 Feet Road, Koramangala 4th Block, Bangalore",Snow'ora,yes,yes,4.3 /5,343,Koramangala 4th Block,Quick Bites,"Bingsu, Mocktails, Custard, Chocolate Oreo, Sandwiches, Brownie, Korean Ice Cream","Desserts, Ice Cream, Beverages",450.0,Delivery,Koramangala 6th Block
"1, 4th Cross, Venkateshwara Layout, S.G Palya, D.R.C. Post, BTM, Bangalore",Ross Kitchen,yes,no,3.6 /5,24,BTM,"Takeaway, Delivery",Not Specified,"North Indian, Chinese",400.0,Delivery,Koramangala 6th Block
"4, 100 Feet Road, Koramangala 5th Block, Bangalore",Brooks and Bonds Brewery,yes,yes,4.5 /5,3987,Koramangala 5th Block,"Casual Dining, Microbrewery","Beef Chilli, Salad, Cocktails, Pizza, Craft Beer, Mango Cider, Potato Wedges","Continental, Mediterranean, North Indian, Chinese, Finger Food",1600.0,Delivery,Koramangala 6th Block
"A/5, Ground Floor, KHB Colony, 5th Block, Koramangala, Koramangala 5th Block, Bangalore",Bamey's Restro Cafe,yes,no,4.2 /5,533,Koramangala 5th Block,Casual Dining,"Momo Platter, Thali, Noodles, Chicken Sekuwa, Chicken Thukpa, Jhol Momos, Veg Momos","Chinese, Singaporean, Thai, Asian, Nepalese, Momos",600.0,Delivery,Koramangala 6th Block
"Sony World Signal, Koramangala 4th Block, Bangalore",WOW! Momo,yes,no,3.9 /5,151,Koramangala 4th Block,Food Court,"Thukpa, Chocolate Momos, Schezwan Momos, Momos Burger, Burgers, Chicken Momo, Veg Momos","Tibetan, Momos",400.0,Delivery,Koramangala 6th Block
"1552, 19th Main, Sector 1, Opposite Indian Oil Petrol Bunk, HSR, Bangalore",Sichuan,yes,no,4.0 /5,494,HSR,Casual Dining,"Momos, Fish, Chilli Chicken, Singapore Noodles, Bamboo Rice, Dumplings, Tom Yum Soup","Chinese, Asian, Seafood",800.0,Delivery,Koramangala 6th Block
"1/52-10, Bharath Petroleum Premises, Opposite Subramanya Arcade, Bannerghatta Road, Bangalore",Cravy Wings,yes,no,4.2 /5,289,Bannerghatta Road,Quick Bites,"Burgers, Chicken Popcorn, Peri Peri Chicken, Peri Peri Burger, Fries, Chicken Wings, Crunchy Veg Burger","American, Burger, Fast Food",400.0,Delivery,Koramangala 6th Block
"130, 1st Cross, Jwoti Nivas College Road, Koramangala 5th Block, Bangalore",Bonsouth,yes,yes,4.2 /5,2620,Koramangala 5th Block,Casual Dining,"Coconut Payassam, Seafood Soup, Fish, Filter Kaapi, Tender Coconut Payasam, Mutton Curry, Mysore Masala Dosa","Chettinad, Andhra, Kerala",1300.0,Delivery,Koramangala 6th Block
"Koramangala 7th Block, Bangalore",YumYumDilli,yes,no,3.7 /5,53,Koramangala 7th Block,Delivery,Not Specified,North Indian,500.0,Delivery,Koramangala 6th Block
"78 Ground Floor, Right Wing, 14th Cross Road, 11th Main Rd, Sector 6, HSR Layout, Bangalore",Dhaba Bytes,yes,no,4.1 /5,134,HSR,Casual Dining,"Naan, Roti, Shahi Paneer, Shahi Tukda",North Indian,650.0,Delivery,Koramangala 6th Block
"First A Cross, Jyoti Nivas College Road, KHB Colony, Koramangala 5th Block, Bangalore",Meenu Oota Da Maane,yes,yes,4.2 /5,295,Koramangala 5th Block,Casual Dining,"Sea Food, Neer Dosa, Fish Curry, Chicken Thali, Crab Ghee Roast, Squid Ghee Roast, Murgh Ghee Roast","Seafood, Mangalorean, Chinese",800.0,Delivery,Koramangala 6th Block
"20, 16th B Cross Road, Muneswara Nagar, Sector 6, HSR, Bangalore",Sunny's Kitchen,yes,no,3.6 /5,62,HSR,"Takeaway, Delivery",Not Specified,"Continental, American",500.0,Delivery,Koramangala 6th Block
"234/A, 1st Main, Koramangala 7th Block, Bangalore",Dilli in a Box,yes,no,3.7 /5,7,Koramangala 7th Block,"Takeaway, Delivery",Not Specified,"Fast Food, North Indian",400.0,Delivery,Koramangala 6th Block
"H-14, 1st Main, 80 Feet Road, KR Garden, Koramangala 8th Block, Bangalore",Taste of Nepal,yes,no,3.5 /5,24,Koramangala 8th Block,Quick Bites,Not Specified,"Nepalese, Momos, Chinese",350.0,Delivery,Koramangala 6th Block
"24, JNC Road, Industrial Layout, Koramangala 5th Block, Bangalore",Karavali Grand,yes,no,3.7 /5,27,Koramangala 5th Block,Casual Dining,Not Specified,"Mangalorean, Seafood, North Indian, Chinese",600.0,Delivery,Koramangala 6th Block
"8/37, Opposite Padmavati School, Maruthi Niagara, Madiwala, BTM, Bangalore",Falooda Cafe,yes,no,NEW,0,BTM,Quick Bites,Not Specified,"Beverages, Desserts",200.0,Delivery,Koramangala 6th Block
"Shop 50, Koramangala 5th Block, Bangalore",Smoke de Burger,yes,no,3.6 /5,36,Koramangala 5th Block,Quick Bites,Not Specified,Fast Food,300.0,Delivery,Koramangala 6th Block
"39, 18th Main, 7th Cross, BTM 1st Stage, Opposite HDFC ATM, BTM, Bangalore",Omleterian,yes,no,,0,BTM,Quick Bites,Not Specified,"American, Continental",200.0,Delivery,Koramangala 6th Block
"59, 9th Main Old, Gurappanapalya, Near BTM, Bangalore",Ilyazsab Shawarma Cafe,yes,no,NEW,0,Jayanagar,Quick Bites,Not Specified,"Fast Food, Rolls",300.0,Delivery,Koramangala 6th Block
"410, 7th Cross, Domlur Layout, Domlur, Bangalore",Under The Tree,yes,no,3.0 /5,64,Domlur,Dessert Parlor,Sandwich,"Desserts, Juices, Fast Food",200.0,Delivery,Koramangala 6th Block
"16, 17th A Main, Koramangala 5th Block, Bangalore",1000 B.C,yes,no,3.2 /5,49,Koramangala 5th Block,Quick Bites,"Shawarma, Sandwiches","Arabian, Sandwich, Rolls, Burger",300.0,Delivery,Koramangala 6th Block
"219, 7th Block, Koramangala 7th Block, Bangalore",Barbeque Station,yes,no,2.8 /5,152,Koramangala 7th Block,Casual Dining,"Biryani, Butter Naan","North Indian, Chinese, BBQ",700.0,Delivery,Koramangala 6th Block
"1086/A, Twin Tulips, 18th Cross, 14th Main Road, Sector 3, HSR, Bangalore",The Sandwich Club,yes,no,3.9 /5,88,HSR,Quick Bites,"Sandwiches, Fries, Sandwich, Pizza, Thick Shakes, Garlic Bread",Fast Food,250.0,Delivery,Koramangala 6th Block
"G1, Ground Floor, 356, 14th B Cross, 6th Main, Sector 6 HSR, Bangalore",Azimmo Treat,yes,no,3.8 /5,43,HSR,Casual Dining,Not Specified,"North Indian, Chinese",700.0,Delivery,Koramangala 6th Block
"418/9, 1st Cross, Green Leaf Layout, 80 Feet Road, Near Blue Dart Office, Koramangala 4th Block, Bangalore",Biryani Miya,yes,no,3.8 /5,40,Koramangala 4th Block,Delivery,Biryani,"Biryani, North Indian",600.0,Delivery,Koramangala 6th Block
"921, Laxmi Towers, 5th Main Road, Sector 7, HSR, Bangalore",Pazzo,yes,no,4.3 /5,379,HSR,Casual Dining,"Pasta, Salad, Burgers, Spaghetti, Mocktails, Chettinad Pizza, Veg Burger","American, Modern Indian, Italian, South Indian",700.0,Delivery,Koramangala 6th Block
"410, 7th Cross, 1st Stage, Domlur, Bangalore",Crunch Pizzas,yes,no,2.9 /5,331,Domlur,Delivery,"Thin Crust Pizza, Pepperoni, Pie","Italian, Pizza",600.0,Delivery,Koramangala 6th Block
"SBI ATM Road, 14th Cross Road, 9th Main, Sector 6, HSR, Bangalore",AutoExpress - Hot Dogs,yes,no,3.3 /5,5,HSR,Quick Bites,Not Specified,Fast Food,300.0,Delivery,Koramangala 6th Block
"172, 2nd Cross Road, Off Indiranagar Double Road, Indiranagar",Tea Brew,yes,no,4.1 /5,1153,Indiranagar,"Cafe, Casual Dining","Momos, Wedges, Chai, Veg Club Sandwich, Masala Tea, Pasta, Maggi","Cafe, Continental, Momos, Italian, North Indian",500.0,Delivery,Koramangala 6th Block
"366, 1st Main, 7th Cross, Koramangala 7th Block, Bangalore",Sweet Chariot,yes,no,4.0 /5,187,Koramangala 7th Block,"Bakery, Dessert Parlor","Donut, Chocolate Mousse, Chocolate Cake, Cheesecake, Chicken Wings","Bakery, Fast Food",500.0,Delivery,Koramangala 6th Block
"11, 80 Feet Road, Opposite Indian Oil Petrol Pump, Koramangala 6th Block, Bangalore",Eat Street,no,no,4.2 /5,1534,Koramangala 6th Block,Quick Bites,"Lassi, Nachos, Mojito, Roti, Panipuri, Pizza, Waffles","North Indian, Chinese, Italian, Street Food, Desserts",600.0,Delivery,Koramangala 6th Block
"149, Someshwara Temple Road, Koramangala 7th Block, Bangalore",Zeeshan,yes,no,3.8 /5,214,Koramangala 7th Block,Casual Dining,"Rolls, Kathi Roll, Mutton Roll, Chicken Roll, Firni, Chicken Tikka, Bengali Style Biryani","North Indian, Kebab, Biryani, Rolls",700.0,Delivery,Koramangala 6th Block
"405/3, 6th D Cross, Venkatapura, HSR, Bangalore",Momo Time,yes,no,,0,HSR,Quick Bites,Not Specified,"Momos, Chinese",300.0,Delivery,Koramangala 6th Block
"Royal Space 1537, 5th Main Road, Rajiv Gandhi Nagar, HSR, Bangalore",Trio Dosa Connect,yes,no,,0,HSR,Quick Bites,Not Specified,"South Indian, Beverages",300.0,Delivery,Koramangala 6th Block
"3169/H, 1st Floor, 1st Main, ESI Hospital Service Road, HAL 2nd Stage, Indiranagar, Bangalore",Chung Wah Express,yes,no,2.8 /5,95,Indiranagar,Casual Dining,"Noodles, Kung Pao Vegetables, Sweet Corn Soup, Chowmein, Prawn","Chinese, Thai, Momos, Vietnamese",600.0,Delivery,Koramangala 6th Block
"13 KHB Colony, 17th Main, M.I.G, Koramangala 5th Block, Bangalore",Belgian Waffle Factory,yes,no,4.8 /5,189,Koramangala 5th Block,Dessert Parlor,"Nachos, Chocolate Waffles, Nutella Waffle, Salsa, Oreo Waffle",Desserts,400.0,Delivery,Koramangala 6th Block
"53/1, 5th Cross, Koramangala 6th Block, Bangalore",China Pearl,yes,yes,4.4 /5,1854,Koramangala 6th Block,Casual Dining,"Noodles, Veg Momos, Chicken Soup, Chicken Dumplings, Meishan Tofu, Sea Food, Mocktails",Chinese,1100.0,Delivery,Koramangala 6th Block
"915, Ground Floor, 80 Feet Road, Koramangala 6th Block, Bangalore",Go Italia,yes,no,4.0 /5,782,Koramangala 6th Block,Casual Dining,"Pizza, Pasta, Garlic Bread, Veg Burger, Wine, Minestrone Soup, Chocolate Cake","Italian, Pizza, Fast Food, Salad",750.0,Delivery,Koramangala 6th Block
"2nd Floor, Forum Mall, Koramangala 7th Block, Bangalore Koramangala 7th Block",Toscano,yes,yes,4.5 /5,721,Koramangala 7th Block,Casual Dining,"Pizza, Pasta, Cocktails, Spinach Ravioli, Tiramisu, Panna Cotta, Wine","Italian, Salad",1500.0,Delivery,Koramangala 6th Block
"776, Ground Floor, 80 Feet Road, 4th Block, Koramangala 4th Block, Bangalore",Domino's Pizza,yes,no,3.0 /5,291,Koramangala 4th Block,Quick Bites,"Pizza, Garlic Bread, Chocolava","Pizza, Fast Food",400.0,Delivery,Koramangala 6th Block
"7/31, 7th Cross Road, Stage 2, BTM, Bangalore",Rock Stone Ice Cream Factory,yes,no,4.0 /5,131,BTM,Dessert Parlor,"Icecream Cake, Brownie, Waffles, Chocolate Icecreams, Thick Shakes",Ice Cream,230.0,Delivery,Koramangala 6th Block
"89, 17th Cross, 14th Main, Sector 4, HSR, Bangalore",Sufra Restaurant,yes,yes,3.7 /5,113,HSR,Casual Dining,"Butter Chicken, Tikka, Chicken Biryani, Naan, Dal Tadka","North Indian, Chinese",800.0,Delivery,Koramangala 6th Block
"1st Floor, 1st Cross, Beside Bosch, Koramangala 7th Block, Bangalore",Thalis Of India,yes,no,3.6 /5,24,Koramangala 7th Block,Delivery,Not Specified,"South Indian, North Indian, Beverages",500.0,Delivery,Koramangala 6th Block
"2nd cross, Behind Anjaneya Temple, Opposite Prestige PG, VP Road, Madiwala, BTM, Bangalore",Body Temple,yes,no,3.3 /5,12,BTM,Quick Bites,Not Specified,Healthy Food,500.0,Delivery,Koramangala 6th Block
"487, JT Plaza, JNC Road, Koramangala 5th Block, Bangalore",Cream Chemistry,yes,no,3.9 /5,231,Koramangala 5th Block,Dessert Parlor,"Rolls, Chocolate Icecreams, Red Velvet Ice Cream, Ice Cream Roll, Waffles","Ice Cream, Desserts",500.0,Delivery,Koramangala 6th Block
"462, 1st Floor, 17th C Main Road, 2nd Cross, KHB Colony, Koramangala 5th Block, Bangalore",Naati Manae,yes,yes,3.9 /5,485,Koramangala 5th Block,Casual Dining,"Chicken Chettinad, Donne Biryani, Chicken Guntur, Veg Thali, Gobi Tikka, Mutton Chops, Chicken Curry","North Indian, South Indian, Chinese, Biryani",700.0,Delivery,Koramangala 6th Block
"1085, 14th Main, 18th Cross, Sector 3, HSR, Bangalore",Shift,yes,yes,4.2 /5,1923,HSR,"Lounge, Casual Dining","Paneer Steak, Peri Peri Pizza, Lamb Chops, Chicken Biryani, Cocktails, Mocktails, Beer","Finger Food, Continental, North Indian",1500.0,Delivery,Koramangala 6th Block
"213, Opposite Bosch Gate, Saibaba Temple Road, 1st Main, Koramangala 7th Block, Bangalore",Min Mini Punjabi Dhaba,yes,no,3.9 /5,85,Koramangala 7th Block,Quick Bites,"Dal Makhani, Amritsari Kulcha",North Indian,400.0,Delivery,Koramangala 6th Block
"1st Floor, 1st Cross, Next To Bosch Back Gate, Near Someshwara Swamy Temple, Adugodi, Koramangala 7th Block, Bangalore",Bombay Sandwich Company,yes,no,3.6 /5,34,Koramangala 7th Block,Delivery,Not Specified,"Sandwich, Beverages",400.0,Delivery,Koramangala 6th Block
"Ground Floor, 4050, 19th Main, HAL 2nd Stage, Indiranagar, Bangalore",Clean Bowled,yes,no,3.3 /5,4,Indiranagar,"Takeaway, Delivery",Not Specified,"Healthy Food, Salad",300.0,Delivery,Koramangala 6th Block
"8, 3rd A Cross, 31st Main, 2nd Stage, BTM, Bangalore",Speedbreaker,yes,no,3.4 /5,15,BTM,Quick Bites,Not Specified,North Indian,300.0,Delivery,Koramangala 6th Block
"314/2, 3rd Main Road, 7th Cross,1st Stage, Domlur, Bangalore",All Shook Up!,yes,no,3.9 /5,77,Domlur,"Dessert Parlor, Beverage Shop","Sandwiches, Mint Oreo Shake, Faluda, Brownie Shake, Cheese Sandwich, Ice-cream Shake, Chicken Sandwich","Desserts, Beverages",300.0,Delivery,Koramangala 6th Block
Delivery Only,Hunger Hitman,yes,no,3.8 /5,258,Koramangala,Delivery,"Halwa, Chicken Biryani, Butter Chicken, Kheer, Brownie Chocolate, Chilli Chicken, Raita","North Indian, Chinese",300.0,Delivery,Koramangala 6th Block
"501, 6th Cross, Koramangala 6th Block, Bangalore",The Smoke Co.,yes,yes,4.4 /5,523,Koramangala 6th Block,Casual Dining,"Mysore Pak, Cocktails, Burgers, Pork Ribs, Fish, Mocktails, Beer","American, European",2500.0,Delivery,Koramangala 6th Block
"1-90/18, 100 Feet Ring Road, 9th Main Road, 1st Stage, BTM, Bangalore",Natural Mumbai Kulfi,yes,no,3.5 /5,8,BTM,Dessert Parlor,Not Specified,Ice Cream,130.0,Delivery,Koramangala 6th Block
"177, Bhumi complex, 9th Main, 7th Sector, Opposite Union Bank, HSR, Bangalore",Flavours Hut,yes,no,3.6 /5,9,HSR,Casual Dining,Not Specified,"Kerala, North Indian, Chinese, Seafood",550.0,Delivery,Koramangala 6th Block
"35/36, Venkatapura Main Road, Koramangala 1st Block, Bangalore",Akshaya Bar And Restaurant,yes,no,NEW,0,Koramangala 1st Block,"Casual Dining, Bar",Not Specified,"North Indian, South Indian, Chinese, Fast Food",600.0,Delivery,Koramangala 6th Block
"425, Ground Floor, 7th Cross, 8th Main, BTM, Bangalore",Modern Restaurant,yes,no,3.1 /5,18,BTM,Casual Dining,Not Specified,"North Indian, Chinese",450.0,Delivery,Koramangala 6th Block
"1193, 19th Main Road, Maruti Nagar, 1st Stage, BTM, Bangalore",Nandanam Family Restaurant,yes,no,3.6 /5,18,BTM,Quick Bites,Not Specified,"Kerala, Chinese, South Indian",350.0,Delivery,Koramangala 6th Block
"1616, 36th Cross, East End Main Road, 9th Block, Jayanagar, Bangalore",Curry Leaves,yes,no,3.8 /5,232,Jayanagar,Casual Dining,"Andhra Meal, Vegetable Biryani, Veg Thali, Chicken Chettinad, French Chicken, Manchurian","Andhra, North Indian, Chinese",600.0,Delivery,Koramangala 6th Block
"41, Ground Floor, 100 Feet Road, 17th Main, Koramangala 4th Block, Bangalore",Petoo,yes,no,3.9 /5,59,Koramangala 4th Block,Quick Bites,"Gulab Jamun, Samosa, Paratha, Paneer Curry, Biryani, Chaat, Veg Cutlet","North Indian, South Indian",300.0,Delivery,Koramangala 6th Block
